Date,Close,Type,EPS,CurrentRatio,Turnover
2018-01-01,20.7566661834717,0,-0.28,0.7379948046086874,1.1505943894870505
2018-01-02,21.3686676025391,1,-0.28,0.7379948046086874,1.1505943894870505
2018-01-03,21.1499996185303,1,-0.28,0.7379948046086874,1.1505943894870505
2018-01-04,20.974666595459,1,-0.28,0.7379948046086874,1.1505943894870505
2018-01-05,21.1053333282471,1,-0.28,0.7379948046086874,1.1505943894870505
2018-01-06,21.1053333282471,0,-0.28,0.7379948046086874,1.1505943894870505
2018-01-07,21.1053333282471,0,-0.28,0.7379948046086874,1.1505943894870505
2018-01-08,22.4273338317871,1,-0.28,0.7379948046086874,1.1505943894870505
2018-01-09,22.246000289917,1,-0.28,0.7379948046086874,1.1505943894870505
2018-01-10,22.3199996948242,1,-0.28,0.7379948046086874,1.1505943894870505
2018-01-11,22.5300006866455,1,-0.28,0.7379948046086874,1.1505943894870505
2018-01-12,22.4146671295166,1,-0.28,0.7379948046086874,1.1505943894870505
2018-01-13,22.4146671295166,0,-0.28,0.7379948046086874,1.1505943894870505
2018-01-14,22.4146671295166,0,-0.28,0.7379948046086874,1.1505943894870505
2018-01-15,22.4146671295166,0,-0.28,0.7379948046086874,1.1505943894870505
2018-01-16,22.6706676483154,1,-0.28,0.7379948046086874,1.1505943894870505
2018-01-17,23.1439990997314,1,-0.28,0.7379948046086874,1.1505943894870505
2018-01-18,22.9713325500488,1,-0.28,0.7379948046086874,1.1505943894870505
2018-01-19,23.3346672058105,1,-0.28,0.7379948046086874,1.1505943894870505
2018-01-20,23.3346672058105,0,-0.28,0.7379948046086874,1.1505943894870505
2018-01-21,23.3346672058105,0,-0.28,0.7379948046086874,1.1505943894870505
2018-01-22,23.4373321533203,1,-0.28,0.7379948046086874,1.1505943894870505
2018-01-23,23.5193328857422,1,-0.28,0.7379948046086874,1.1505943894870505
2018-01-24,23.0593338012695,1,-0.28,0.7379948046086874,1.1505943894870505
2018-01-25,22.5093326568604,1,-0.28,0.7379948046086874,1.1505943894870505
2018-01-26,22.8566665649414,1,-0.28,0.7379948046086874,1.1505943894870505
2018-01-27,22.8566665649414,0,-0.28,0.7379948046086874,1.1505943894870505
2018-01-28,22.8566665649414,0,-0.28,0.7379948046086874,1.1505943894870505
2018-01-29,23.3020000457764,1,-0.28,0.7379948046086874,1.1505943894870505
2018-01-30,23.054666519165,1,-0.28,0.7379948046086874,1.1505943894870505
2018-01-31,23.6206665039062,1,-0.28,0.7379948046086874,1.1505943894870505
