"","Date","F","GM","NIO","RIVN","TSLA"
"236",1973-05-10,1.96668899059296,NA,NA,NA,NA
"237",1973-05-11,1.90180802345276,NA,NA,NA,NA
"238",1973-05-14,1.83692800998688,NA,NA,NA,NA
"239",1973-05-15,1.90180802345276,NA,NA,NA,NA
"240",1973-05-16,1.8977530002594,NA,NA,NA,NA
"241",1973-05-17,1.87747800350189,NA,NA,NA,NA
"242",1973-05-18,1.83692800998688,NA,NA,NA,NA
"243",1973-05-21,1.83692800998688,NA,NA,NA,NA
"244",1973-05-22,1.86936795711517,NA,NA,NA,NA
"245",1973-05-23,1.88558804988861,NA,NA,NA,NA
"246",1973-05-24,2.02345895767212,NA,NA,NA,NA
"247",1973-05-25,1.9626339673996,NA,NA,NA,NA
"248",1973-05-29,1.91397297382355,NA,NA,NA,NA
"249",1973-05-30,1.88558804988861,NA,NA,NA,NA
"250",1973-05-31,1.85720300674438,NA,NA,NA,NA
"251",1973-06-01,1.8450380563736,NA,NA,NA,NA
"252",1973-06-04,1.81665301322937,NA,NA,NA,NA
"253",1973-06-05,1.8450380563736,NA,NA,NA,NA
"254",1973-06-06,1.85314798355103,NA,NA,NA,NA
"255",1973-06-07,1.86936795711517,NA,NA,NA,NA
"256",1973-06-08,1.88153302669525,NA,NA,NA,NA
"257",1973-06-11,1.88558804988861,NA,NA,NA,NA
"258",1973-06-12,1.90586304664612,NA,NA,NA,NA
"259",1973-06-13,1.86125802993774,NA,NA,NA,NA
"260",1973-06-14,1.8653130531311,NA,NA,NA,NA
"261",1973-06-15,1.85314798355103,NA,NA,NA,NA
"262",1973-06-18,1.81259799003601,NA,NA,NA,NA
"263",1973-06-19,1.79637694358826,NA,NA,NA,NA
"264",1973-06-20,1.77610194683075,NA,NA,NA,NA
"265",1973-06-21,1.72744202613831,NA,NA,NA,NA
"266",1973-06-22,1.76393699645996,NA,NA,NA,NA
"267",1973-06-25,1.73960697650909,NA,NA,NA,NA
"268",1973-06-26,1.77610194683075,NA,NA,NA,NA
"269",1973-06-27,1.77610194683075,NA,NA,NA,NA
"270",1973-06-28,1.78421199321747,NA,NA,NA,NA
"271",1973-06-29,1.77204704284668,NA,NA,NA,NA
"272",1973-07-02,1.74771702289581,NA,NA,NA,NA
"273",1973-07-03,1.73960697650909,NA,NA,NA,NA
"274",1973-07-05,1.73555195331573,NA,NA,NA,NA
"275",1973-07-06,1.71933197975159,NA,NA,NA,NA
"276",1973-07-09,1.73555195331573,NA,NA,NA,NA
"277",1973-07-10,1.74771702289581,NA,NA,NA,NA
"278",1973-07-11,1.82070803642273,NA,NA,NA,NA
"279",1973-07-12,1.79637694358826,NA,NA,NA,NA
"280",1973-07-13,1.76393699645996,NA,NA,NA,NA
"281",1973-07-16,1.78015697002411,NA,NA,NA,NA
"282",1973-07-17,1.75582695007324,NA,NA,NA,NA
"283",1973-07-18,1.77610194683075,NA,NA,NA,NA
"284",1973-07-19,1.77610194683075,NA,NA,NA,NA
"285",1973-07-20,1.80043196678162,NA,NA,NA,NA
"286",1973-07-23,1.82881796360016,NA,NA,NA,NA
"287",1973-07-24,1.81259799003601,NA,NA,NA,NA
"288",1973-07-25,1.8247629404068,NA,NA,NA,NA
"289",1973-07-26,1.84098303318024,NA,NA,NA,NA
"290",1973-07-27,1.84909296035767,NA,NA,NA,NA
"291",1973-07-30,1.85314798355103,NA,NA,NA,NA
"292",1973-07-31,1.8247629404068,NA,NA,NA,NA
"293",1973-08-01,1.80854201316833,NA,NA,NA,NA
"294",1973-08-02,1.80043196678162,NA,NA,NA,NA
"295",1973-08-03,1.80043196678162,NA,NA,NA,NA
"296",1973-08-06,1.80448698997498,NA,NA,NA,NA
"297",1973-08-07,1.75177204608917,NA,NA,NA,NA
"298",1973-08-08,1.71933197975159,NA,NA,NA,NA
"299",1973-08-09,1.73149704933167,NA,NA,NA,NA
"300",1973-08-10,1.73960697650909,NA,NA,NA,NA
"301",1973-08-13,1.74771702289581,NA,NA,NA,NA
"302",1973-08-14,1.75177204608917,NA,NA,NA,NA
"303",1973-08-15,1.75582695007324,NA,NA,NA,NA
"304",1973-08-16,1.74366199970245,NA,NA,NA,NA
"305",1973-08-17,1.74771702289581,NA,NA,NA,NA
"306",1973-08-20,1.73149704933167,NA,NA,NA,NA
"307",1973-08-21,1.72338700294495,NA,NA,NA,NA
"308",1973-08-22,1.72338700294495,NA,NA,NA,NA
"309",1973-08-23,1.74366199970245,NA,NA,NA,NA
"310",1973-08-24,1.72744202613831,NA,NA,NA,NA
"311",1973-08-27,1.72744202613831,NA,NA,NA,NA
"312",1973-08-28,1.73960697650909,NA,NA,NA,NA
"313",1973-08-29,1.75582695007324,NA,NA,NA,NA
"314",1973-08-30,1.77610194683075,NA,NA,NA,NA
"315",1973-08-31,1.79232203960419,NA,NA,NA,NA
"316",1973-09-04,1.80043196678162,NA,NA,NA,NA
"317",1973-09-05,1.80043196678162,NA,NA,NA,NA
"318",1973-09-06,1.78826701641083,NA,NA,NA,NA
"319",1973-09-07,1.79232203960419,NA,NA,NA,NA
"320",1973-09-10,1.77610194683075,NA,NA,NA,NA
"321",1973-09-11,1.79232203960419,NA,NA,NA,NA
"322",1973-09-12,1.80043196678162,NA,NA,NA,NA
"323",1973-09-13,1.78826701641083,NA,NA,NA,NA
"324",1973-09-14,1.80043196678162,NA,NA,NA,NA
"325",1973-09-17,1.79232203960419,NA,NA,NA,NA
"326",1973-09-18,1.78421199321747,NA,NA,NA,NA
"327",1973-09-19,1.78015697002411,NA,NA,NA,NA
"328",1973-09-20,1.79637694358826,NA,NA,NA,NA
"329",1973-09-21,1.84909296035767,NA,NA,NA,NA
"330",1973-09-24,1.90991795063019,NA,NA,NA,NA
"331",1973-09-25,1.9504679441452,NA,NA,NA,NA
"332",1973-09-26,1.99912905693054,NA,NA,NA,NA
"333",1973-09-27,1.9504679441452,NA,NA,NA,NA
"334",1973-09-28,1.94235801696777,NA,NA,NA,NA
"335",1973-10-01,1.93830299377441,NA,NA,NA,NA
"336",1973-10-02,1.94235801696777,NA,NA,NA,NA
"337",1973-10-03,1.94641304016113,NA,NA,NA,NA
"338",1973-10-04,1.94235801696777,NA,NA,NA,NA
"339",1973-10-05,1.98696398735046,NA,NA,NA,NA
"340",1973-10-08,2.01129388809204,NA,NA,NA,NA
"341",1973-10-09,1.99507403373718,NA,NA,NA,NA
"342",1973-10-10,1.95857894420624,NA,NA,NA,NA
"343",1973-10-11,2.01129388809204,NA,NA,NA,NA
"344",1973-10-12,1.97479903697968,NA,NA,NA,NA
"345",1973-10-15,1.93830299377441,NA,NA,NA,NA
"346",1973-10-16,1.90586304664612,NA,NA,NA,NA
"347",1973-10-17,1.84909296035767,NA,NA,NA,NA
"348",1973-10-18,1.83692800998688,NA,NA,NA,NA
"349",1973-10-19,1.85314798355103,NA,NA,NA,NA
"350",1973-10-22,1.82881796360016,NA,NA,NA,NA
"351",1973-10-23,1.80854201316833,NA,NA,NA,NA
"352",1973-10-24,1.80854201316833,NA,NA,NA,NA
"353",1973-10-25,1.75177204608917,NA,NA,NA,NA
"354",1973-10-26,1.80448698997498,NA,NA,NA,NA
"355",1973-10-29,1.76393699645996,NA,NA,NA,NA
"356",1973-10-30,1.74771702289581,NA,NA,NA,NA
"357",1973-10-31,1.69905698299408,NA,NA,NA,NA
"358",1973-11-01,1.64634096622467,NA,NA,NA,NA
"359",1973-11-02,1.66256105899811,NA,NA,NA,NA
"360",1973-11-05,1.63823103904724,NA,NA,NA,NA
"361",1973-11-06,1.6017359495163,NA,NA,NA,NA
"362",1973-11-07,1.6220109462738,NA,NA,NA,NA
"363",1973-11-08,1.58146095275879,NA,NA,NA,NA
"364",1973-11-09,1.55713105201721,NA,NA,NA,NA
"365",1973-11-12,1.52063500881195,NA,NA,NA,NA
"366",1973-11-13,1.49630498886108,NA,NA,NA,NA
"367",1973-11-14,1.44764494895935,NA,NA,NA,NA
"368",1973-11-15,1.42331504821777,NA,NA,NA,NA
"369",1973-11-16,1.48008501529694,NA,NA,NA,NA
"370",1973-11-19,1.40304005146027,NA,NA,NA,NA
"371",1973-11-20,1.4111499786377,NA,NA,NA,NA
"372",1973-11-21,1.44359004497528,NA,NA,NA,NA
"373",1973-11-23,1.46386504173279,NA,NA,NA,NA
"374",1973-11-26,1.42736995220184,NA,NA,NA,NA
"375",1973-11-27,1.42736995220184,NA,NA,NA,NA
"376",1973-11-28,1.43547999858856,NA,NA,NA,NA
"377",1973-11-29,1.41520500183105,NA,NA,NA,NA
"378",1973-11-30,1.37059903144836,NA,NA,NA,NA
"379",1973-12-03,1.32193899154663,NA,NA,NA,NA
"380",1973-12-04,1.32599401473999,NA,NA,NA,NA
"381",1973-12-05,1.26516902446747,NA,NA,NA,NA
"382",1973-12-06,1.35843396186829,NA,NA,NA,NA
"383",1973-12-07,1.38681995868683,NA,NA,NA,NA
"384",1973-12-10,1.39087498188019,NA,NA,NA,NA
"385",1973-12-11,1.38276505470276,NA,NA,NA,NA
"386",1973-12-12,1.32599401473999,NA,NA,NA,NA
